Job Title,Salary Estimate,Salary_Min,Salary_Max,Salary_Mid,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,lat,lng,STATE
Integration Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,4.8,"hyrglobalsource.com
4.8","Kansas City, KS","Overland Park, KS",51 to 200 employees,2013,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,39.1234,-94.7443,KS
RF Data Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Insurance Data Analyst II,$59K-$83K (Glassdoor est.),59000,83000,71000,-1,Stark HR Consulting LLC,"Overland Park, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,38.887,-94.687,KS
"Data Analyst - Overland park, KS - W2 job only",$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Senior Data Solutions Development Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,3.7,"Sun Life Financial
3.7","Kansas City, MO","Makati, Philippines",201 to 500 employees,-1,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,-1,39.1239,-94.5541,MO
Data Optimization Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,3.7,"Transportation Insight
3.7","Kansas City, MO","Hickory, NC",51 to 200 employees,1999,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),"C.H. Robinson, Transplace",-1,39.1239,-94.5541,MO
BUSINESS ANALYST/ DATA ANALYST/ PROJECT CONTROLLER,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Finance Business Analyst with Peoplesoft & SQL data exp - Remote job on W2 basis,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
GIS Data Technician-Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,-1,JARBO Employment Group,"Kansas City, MO","Overland Park, KS",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,39.1239,-94.5541,MO
Business System Analyst with Finance & SQL data - W2 work,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Sr Product Analyst- Enterprise Data & Analytics Platform,$59K-$83K (Glassdoor est.),59000,83000,71000,3.9,"WellSky
3.9","Overland Park, KS","Overland Park, KS",1001 to 5000 employees,1980,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,TRUE,38.887,-94.687,KS
"Data Analyst- Python, SQL, Hadoop - W2 only",$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Senior Data and Visualization Analyst,$59K-$83K (Glassdoor est.),59000,83000,71000,-1,KC SOUTHERN RAILWAY CO,"Kansas City, MO",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1239,-94.5541,MO
Senior QC Analyst: Data Integrity SME,$59K-$83K (Glassdoor est.),59000,83000,71000,-1,"Laboratory Validation Specialists, Inc","Kansas City, KS",-1,-1,-1,-1,-1,-1,-1,-1,-1,39.1234,-94.7443,KS
Data Analyst - Cyber security/ Fraud Analysis - W2 work,$59K-$83K (Glassdoor est.),59000,83000,71000,2.5,"Avacend, Inc.
2.5","Overland Park, KS","Alpharetta, GA",51 to 200 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,38.887,-94.687,KS
Senior Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.2,"Christian Care Ministry
3.2","Colorado Springs, CO","Melbourne, FL",501 to 1000 employees,1993,Nonprofit Organization,Religious Organizations,Non-Profit,$500 million to $1 billion (USD),-1,TRUE,38.8674,-104.7606,CO
Marketing Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.7,"Ent Credit Union
3.7","Colorado Springs, CO","Colorado Springs, CO",501 to 1000 employees,1957,Other Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),"Chase, Wells Fargo, First Bank",-1,38.8674,-104.7606,CO
Data Analyst - Marketing,$40K-$70K (Glassdoor est.),40000,70000,55000,4.8,"GavinHeath
4.8","Colorado Springs, CO","Greenwood Village, CO",1 to 50 employees,2015,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),"Access Data Consulting, Innovar Group, J. Kent Staffing",-1,38.8674,-104.7606,CO
Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.7,"KBR
3.7","Colorado Springs, CO","Houston, TX",10000+ employees,1901,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$5 to $10 billion (USD),-1,-1,38.8674,-104.7606,CO
Junior Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,5,"Staffigo Technical Services, LLC
5.0","Colorado Springs, CO","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3,"WOW! Internet Cable and Phone
3.0","Colorado Springs, CO","Englewood, CO",1001 to 5000 employees,1996,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,Unknown / Non-Applicable,"Comcast, Spectrum",-1,38.8674,-104.7606,CO
Data Management Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.4,"ASRC Federal Holding Company LLC
3.4","Colorado Springs, CO","Beltsville, MD",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,-1,38.8674,-104.7606,CO
Business Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,4.6,"Young Life
4.6","Colorado Springs, CO","Colorado Springs, CO",1001 to 5000 employees,1941,Nonprofit Organization,Religious Organizations,Non-Profit,$100 to $500 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst II,$40K-$70K (Glassdoor est.),40000,70000,55000,2.2,"Peak Vista Community Health Centers
2.2","Colorado Springs, CO","Colorado Springs, CO",501 to 1000 employees,1971,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,5,"Staffigo Technical Services, LLC
5.0","Colorado Springs, CO","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,38.8674,-104.7606,CO
SMORS Data Management Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.8,"Northrop Grumman
3.8","Colorado Springs, CO","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1,38.8674,-104.7606,CO
Principal Data Mgmt Analyst,$40K-$70K (Glassdoor est.),40000,70000,55000,3.8,"Northrop Grumman
3.8","Colorado Springs, CO","Falls Church, VA",10000+ employees,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst Junior,$40K-$70K (Glassdoor est.),40000,70000,55000,5,"Staffigo Technical Services, LLC
5.0","Colorado Springs, CO","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst with TS SCI Clearance,$40K-$70K (Glassdoor est.),40000,70000,55000,3.1,"Occam Solutions
3.1","Colorado Springs, CO","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst with TS SCI Clearance - Colorado Springs CO with Security Clearance,$40K-$70K (Glassdoor est.),40000,70000,55000,3.1,"Occam Solutions Inc
3.1","Colorado Springs, CO","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst â Junior,$40K-$70K (Glassdoor est.),40000,70000,55000,5,"Staffigo Technical Services, LLC
5.0","Colorado Springs, CO","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,38.8674,-104.7606,CO
Data Analyst - Colorado Springs with Security Clearance,$40K-$70K (Glassdoor est.),40000,70000,55000,3.1,"Occam Solutions Inc
3.1","Colorado Springs, CO","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,38.8674,-104.7606,CO
Data Management Analyst with Security Clearance,$40K-$70K (Glassdoor est.),40000,70000,55000,3.4,"ASRC Federal
3.4","Colorado Springs, CO","Beltsville, MD",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,-1,38.8674,-104.7606,CO
SQL Data Analyst-Omaha,$49K-$80K (Glassdoor est.),49000,80000,64500,3.8,"Mondo
3.8","Bellevue, NE","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,41.1535,-95.9357,NE
Data Center Logistics Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,4.5,"Facebook
4.5","Papillion, NE","Menlo Park, CA",10000+ employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),"Google, Microsoft, Apple",-1,41.1516,-96.0679,NE
Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,2.9,"Gatestone & Co. Inc
2.9","Omaha, NE","North York, Canada",1001 to 5000 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Financial Data Analyst (4am or 5am Shift),$49K-$80K (Glassdoor est.),49000,80000,64500,3.2,"NorthStar Financial Services Group LLC
3.2","Omaha, NE","Omaha, NE",501 to 1000 employees,2003,Company - Private,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,4.1,"Kforce
4.1","Omaha, NE","Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),-1,-1,41.2627,-96.0522,NE
Data Analyst - Kiewit Data Services,$49K-$80K (Glassdoor est.),49000,80000,64500,3.6,"Kiewit Corporation
3.6","Omaha, NE","Omaha, NE",10000+ employees,1884,Company - Private,Construction,"Construction, Repair & Maintenance",$10+ billion (USD),"Bechtel, Fluor, Skanska",-1,41.2627,-96.0522,NE
Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,4.1,"APN Software Services Inc.
4.1","Omaha, NE","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,41.2627,-96.0522,NE
Clinical Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,3.7,"Dignity Health
3.7","Omaha, NE","San Francisco, CA",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Sutter Health, Kaiser Permanente, Tenet Healthcare",-1,41.2627,-96.0522,NE
"Sr. Analyst, Data Analysis",$49K-$80K (Glassdoor est.),49000,80000,64500,4,"First National Bank of Omaha
4.0","Omaha, NE","Omaha, NE",1001 to 5000 employees,1857,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),-1,-1,41.2627,-96.0522,NE
Business / Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,3.3,"PROLIM Global Corporation
3.3","Omaha, NE","Farmington Hills, MI",201 to 500 employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),"Arena, HCL Technologies, PTC",-1,41.2627,-96.0522,NE
Clinical Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,3.2,"ALEGENT CREIGHTON CLINIC
3.2","Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",-1,41.2627,-96.0522,NE
Lead Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,4.4,"Bland & Associates
4.4","Omaha, NE","Omaha, NE",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,$1 to $5 million (USD),-1,-1,41.2627,-96.0522,NE
Clinical Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,3.4,"CommonSpirit
3.4","Omaha, NE","Chicago, IL",10000+ employees,-1,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Junior Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,5,"Staffigo Technical Services, LLC
5.0","South Bend, NE","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,41.0021,-96.2474,NE
Financial Data Analyst (4am or 5am Shift),$49K-$80K (Glassdoor est.),49000,80000,64500,4.5,"Orion Advisor Technology
4.5","Omaha, NE","Omaha, NE",201 to 500 employees,1999,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Pipeline Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,4.1,"APN Software Services Inc.
4.1","Omaha, NE","Newark, CA",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,41.2627,-96.0522,NE
Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,5,"Staffigo Technical Services, LLC
5.0","South Bend, NE","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,41.0021,-96.2474,NE
Sr. Data Analytics Analyst – Fraud Prevention,$49K-$80K (Glassdoor est.),49000,80000,64500,2.8,"Bank of the West
2.8","Omaha, NE","San Francisco, CA",10000+ employees,1874,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"Bank of America, Wells Fargo, U.S. Bank",-1,41.2627,-96.0522,NE
Sr. Data Analytics Analyst - Fraud Prevention,$49K-$80K (Glassdoor est.),49000,80000,64500,4,"BNP Paribas
4.0","Omaha, NE","Saint-Mandé, France",Unknown,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Systems and Data Analyst,$49K-$80K (Glassdoor est.),49000,80000,64500,-1,Girl Scouts Spirit of Nebraska,"Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1,-1,41.2627,-96.0522,NE
Data Analyst â Junior,$49K-$80K (Glassdoor est.),49000,80000,64500,5,"Staffigo Technical Services, LLC
5.0","South Bend, NE","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,41.0021,-96.2474,NE
INTERIM DATA ANALYST,$49K-$80K (Glassdoor est.),49000,80000,64500,3.8,"Aureus Group
3.8","Omaha, NE","Omaha, NE",501 to 1000 employees,1969,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,41.2627,-96.0522,NE
Sr. Data Analytics Analyst Fraud Prevention,$49K-$80K (Glassdoor est.),49000,80000,64500,-1,"BNP Paribas Investment Partners USA Holdings, Inc.","Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1,-1,41.2627,-96.0522,NE
Senior QC Analyst: Data Integrity SME,$49K-$80K (Glassdoor est.),49000,80000,64500,-1,"Laboratory Validation Specialists, Inc","Omaha, NE",-1,-1,-1,-1,-1,-1,-1,-1,-1,41.2627,-96.0522,NE
Healthcare Data Analyst - Remote,$45K-$80K (Glassdoor est.),45000,80000,62500,3.3,"Allscripts
3.3","Raleigh, NC","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",-1,35.8325,-78.6435,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.3,"Allscripts
3.3","Raleigh, NC","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",-1,35.8325,-78.6435,NC
Business Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.1,"Keylent
3.1","Raleigh, NC","Wilmington, DE",1 to 50 employees,-1,Unknown,-1,-1,Unknown / Non-Applicable,-1,-1,35.8325,-78.6435,NC
Web Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,4.1,"Red Hat
4.1","Raleigh, NC","Raleigh, NC",10000+ employees,1993,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"VMware, Oracle, Microsoft",-1,35.8325,-78.6435,NC
Data Analyst (Contract),$45K-$80K (Glassdoor est.),45000,80000,62500,3.5,"Epic Games
3.5","Cary, NC","Cary, NC",1001 to 5000 employees,1991,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,35.782,-78.8191,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.1,"State of North Carolina
3.1","Raleigh, NC","Raleigh, NC",10000+ employees,-1,Government,State & Regional Agencies,Government,Unknown / Non-Applicable,-1,-1,35.8325,-78.6435,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,4.1,"Nokia
4.1","Raleigh, NC","Nokia, Finland",10000+ employees,1865,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),"Ericsson-Worldwide, Huawei Technologies, Microsoft",-1,35.8325,-78.6435,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.6,"Randstad
3.6","Durham, NC","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,35.9794,-78.9031,NC
Quality Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.6,"Aptar Group
3.6","Cary, NC","Crystal Lake, IL",10000+ employees,1993,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"Rexam, Calmar",-1,35.782,-78.8191,NC
Healthcare Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.3,"Millennia
3.3","Raleigh, NC","Raleigh, NC",51 to 200 employees,-1,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),-1,-1,35.8325,-78.6435,NC
Junior Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,5,"Staffigo Technical Services, LLC
5.0","Raleigh, NC","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,35.8325,-78.6435,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3,"Lightning Minds Inc
3.0","Durham, NC","Cary, NC",1 to 50 employees,-1,Company - Public,IT Services,Information Technology,Less than $1 million (USD),-1,-1,35.9794,-78.9031,NC
Data Quality Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.7,"TKXS
3.7","Raleigh, NC","Raleigh, NC",51 to 200 employees,2018,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,35.8325,-78.6435,NC
Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,-1,Altus Technology Solutions,"Raleigh, NC",-1,-1,-1,-1,-1,-1,-1,-1,-1,35.8325,-78.6435,NC
1687 - Business and Data Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.7,"Certara
3.7","Raleigh, NC","Princeton, NJ",501 to 1000 employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,-1,35.8325,-78.6435,NC
Data Experience Analyst,$45K-$80K (Glassdoor est.),45000,80000,62500,3.4,"PennyMac
3.4","Raleigh, NC","Westlake Village, CA",1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",-1,35.8325,-78.6435,NC
